Place,Date,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
Thiruvananthapuram,25/10/17,31.1,25.2,27.8,36.8,25.2,30.8,24.1,80.7,0,0,0,,0,0,29.5,18.4,317.4,1011.1,43.4,4.3,206,17.7,8,,2017-10-25 6:10:07,2017-10-25 18:02:13,0.18,Partially cloudy,Becoming cloudy in the afternoon.,⛅,"VOTV,43371099999,43377099999,43354099999,43372099999"
Thiruvananthapuram,26/10/17,30.5,24.4,27.5,38.8,24.4,30.7,24.9,86.2,0.302,100,4.17,rain,0,0,25.9,14.8,190.4,1011.6,50.4,3.7,227.7,19.7,8,,2017-10-26 6:10:13,2017-10-26 18:01:54,0.21,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,🌧️,"VOTV,43371099999,43377099999,43354099999,43372099999"
Thiruvananthapuram,27/10/17,31,25.2,27.7,40.4,25.2,31.9,25.5,88,0.68,100,4.17,rain,0,0,22.3,13,301.3,1010.6,60.9,3.5,195.4,17,7,,2017-10-27 6:10:20,2017-10-27 18:01:36,0.24,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,🌧️,"VOTV,43371099999,43377099999,43354099999,43372099999"
Thiruvananthapuram,28/10/17,31.6,25.4,27.9,39.7,25.4,31.9,25.3,86.3,7.661,100,12.5,rain,0,0,24.1,14.8,296.5,1010,55.4,4.2,210.4,18.2,8,,2017-10-28 6:10:28,2017-10-28 18:01:18,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,🌧️,"VOTV,43371099999,43377099999,43354099999,43372099999"
Thiruvananthapuram,29/10/17,31,25.2,28,40.6,25.2,32.4,25,84.2,0.008,100,4.17,rain,0,0,30.6,11.2,258.1,1010.3,59.3,4.3,168.6,14.7,6,,2017-10-29 6:10:36,2017-10-29 18:01:02,0.31,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,🌧️,"VOTV,43371099999,43377099999,43354099999,remote,43372099999"
Thiruvananthapuram,30/10/17,31.1,25.4,28.5,38.4,25.4,33,25,82.1,0,0,0,,0,0,30.6,14.8,303.3,1009.6,62.9,4.5,206.7,17.9,8,,2017-10-30 6:10:44,2017-10-30 18:00:46,0.34,Partially cloudy,Partly cloudy throughout the day.,⛅,"VOTV,43371099999,43377099999,43354099999,43372099999"
Thiruvananthapuram,31/10/17,30,25,27.1,36.2,25,29.9,24.6,86.6,0.404,100,16.67,rain,0,0,23.8,13,139,1009.1,68.2,4.3,87.3,7.5,5,,2017-10-31 6:10:54,2017-10-31 18:00:31,0.37,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,🌧️,"VOTV,43371099999,43377099999,43354099999,43372099999"
Thiruvananthapuram,01/11/17,31.4,25,27.9,39.1,25,31,24.8,84.3,3.044,100,8.33,rain,0,0,23.8,13,196.2,1009.3,55.9,4.3,213.9,18.4,8,,2017-11-01 6:11:04,2017-11-01 18:00:17,0.4,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,🌧️,"VOTV,43371099999,43377099999,43354099999,43372099999"
Thiruvananthapuram,02/11/17,30,25.2,27.2,38.8,25.2,30,24.9,87.6,7.237,100,12.5,rain,0,0,19.8,11.2,252.3,1008.8,62.1,4.1,143.7,12.4,5,,2017-11-02 6:11:14,2017-11-02 18:00:05,0.44,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,🌧️,"VOTV,43371099999,43377099999,43354099999,43372099999"
Thiruvananthapuram,03/11/17,31,24.3,28,37.7,24.3,31.5,24.1,80.2,3.708,100,8.33,rain,0,0,34.2,11.2,225.9,1007,48.4,5.1,216.4,18.6,9,,2017-11-03 6:11:26,2017-11-03 17:59:53,0.47,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,🌧️,"VOTV,43371099999,43377099999,43354099999,43372099999"
Thiruvananthapuram,04/11/17,30,24.5,27.2,38.8,24.5,30.6,25.4,90,30.454,100,8.33,rain,0,0,22.7,11.2,69.2,1006.9,66.5,3.7,142.8,12.4,6,,2017-11-04 6:11:38,2017-11-04 17:59:41,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,🌧️,"VOTV,43371099999,43377099999,43354099999,43372099999"
Thiruvananthapuram,05/11/17,30,24.3,26.8,36.2,24.3,29.4,24.6,88,1.729,100,8.33,rain,0,0,24.8,11.2,11.1,1007.9,72.9,3.9,156.5,13.6,7,,2017-11-05 6:11:51,2017-11-05 17:59:31,0.54,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,🌧️,"VOTV,43371099999,43377099999,43354099999,43372099999"
Thiruvananthapuram,06/11/17,31,25,26.7,37.7,25,28.4,24.5,87.9,43.676,100,16.67,rain,0,0,29.5,22.3,94.8,1008.6,69.1,3.8,127.7,11,6,,2017-11-06 6:12:05,2017-11-06 17:59:22,0.57,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,🌧️,"VOTV,43371099999,43377099999,43354099999,43372099999"
Thiruvananthapuram,07/11/17,29,24.5,26.2,35.6,24.5,28,24.4,89.7,11.697,100,12.5,rain,0,0,24.8,14.8,307.5,1009.6,70.3,3.7,98.1,8.3,4,,2017-11-07 6:12:19,2017-11-07 17:59:14,0.61,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,🌧️,"VOTV,43371099999,43377099999,43354099999,43372099999"
Thiruvananthapuram,08/11/17,29,24,26,35.6,24,27.4,24.1,89.8,30.671,100,20.83,rain,0,0,26.6,9.4,295,1009.6,67.5,3.9,136.6,11.7,5,,2017-11-08 6:12:34,2017-11-08 17:59:07,0.64,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,🌧️,"VOTV,43371099999,43377099999,43354099999,43372099999"
Thiruvananthapuram,09/11/17,30,24.2,27.1,36.2,24.2,30,24.3,85,12.527,100,8.33,rain,0,0,27.7,14.8,295,1009.1,53.6,4.8,210.6,18,8,,2017-11-09 6:12:50,2017-11-09 17:59:01,0.68,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,🌧️,"VOTV,43371099999,43377099999,43354099999,43372099999"
Thiruvananthapuram,10/11/17,30,24.3,27.2,37.4,24.3,30.2,24.6,86.1,0.05,100,8.33,rain,0,0,23.8,13,318.6,1008.6,58.8,4.7,251.6,21.7,9,,2017-11-10 6:13:06,2017-11-10 17:58:56,0.71,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,🌧️,"VOTV,43371099999,43377099999,43354099999,43372099999"
Thiruvananthapuram,11/11/17,31.4,24.3,27.9,40.6,24.3,31.7,25,84.6,0,0,0,,0,0,25.2,13,258.3,1008.5,51.9,4.7,218.5,18.8,8,,2017-11-11 6:13:23,2017-11-11 17:58:52,0.75,Partially cloudy,Partly cloudy throughout the day.,⛅,"VOTV,43371099999,43377099999,43354099999,43372099999"
Thiruvananthapuram,12/11/17,30,25.3,27.8,36.6,25.3,31.3,24.9,84.5,0.122,100,8.33,rain,0,0,27.4,10.1,257.1,1008,69.5,4.3,203.4,17.5,8,,2017-11-12 6:13:41,2017-11-12 17:58:49,0.78,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,🌧️,"VOTV,43371099999,43377099999,43354099999,remote,43372099999"
Thiruvananthapuram,13/11/17,31.1,25.3,28.1,39.1,25.3,32,24.9,83.6,1.127,100,8.33,rain,0,0,31.7,20.5,323.3,1007.1,53.3,3.8,240.3,20.8,8,,2017-11-13 6:14:00,2017-11-13 17:58:47,0.82,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,🌧️,"VOTV,43371099999,43377099999,43354099999,43372099999"
Thiruvananthapuram,14/11/17,31.8,23.9,27.7,37.9,23.9,30.3,23.5,78.3,0,0,0,,0,0,32,22.3,330.3,1007.1,29.2,4.8,271.2,23.4,9,,2017-11-14 6:14:19,2017-11-14 17:58:46,0.85,Partially cloudy,Partly cloudy throughout the day.,⛅,"VOTV,43371099999,43377099999,43354099999,43372099999"
Thiruvananthapuram,15/11/17,32,23.7,27.7,37.4,23.7,30,23,77,0,0,0,,0,0,33.8,20.5,328.9,1007.6,30.5,4.6,261.3,22.4,9,,2017-11-15 6:14:39,2017-11-15 17:58:46,0.89,Partially cloudy,Partly cloudy throughout the day.,⛅,"VOTV,43371099999,43377099999,remote,43354099999,43372099999"
Thiruvananthapuram,16/11/17,31.6,23.4,27.4,35.5,23.4,29,22.3,74.6,0,0,0,,0,0,32.4,18.4,314.7,1008.1,20.1,4.7,275.4,23.8,9,,2017-11-16 6:14:59,2017-11-16 17:58:47,0.92,Partially cloudy,Partly cloudy throughout the day.,⛅,"VOTV,43371099999,43377099999,43354099999,43372099999"
Thiruvananthapuram,17/11/17,31.2,23.7,27.7,38.4,23.7,31,23.8,79.8,0,0,0,,0,0,28.1,14.8,285.7,1007.7,41.3,4.5,262.8,22.7,9,,2017-11-17 6:15:21,2017-11-17 17:58:49,0.96,Partially cloudy,Partly cloudy throughout the day.,⛅,"VOTV,43371099999,43377099999,43354099999,43372099999"
Thiruvananthapuram,18/11/17,31.2,25.4,28.7,39.3,25.4,33.7,25.1,81.2,0,0,0,,0,0,25.6,13,173.2,1008.3,48.5,4,256.8,22,9,,2017-11-18 6:15:42,2017-11-18 17:58:52,0,Partially cloudy,Partly cloudy throughout the day.,⛅,"VOTV,43371099999,43377099999,43354099999,43372099999"
Thiruvananthapuram,19/11/17,31.1,25.5,28.4,40.6,25.5,32.9,25.2,83.1,0.151,100,4.17,rain,0,0,27.7,13,198.1,1009.6,49.7,4.4,204.5,17.7,8,,2017-11-19 6:16:05,2017-11-19 17:58:56,0.03,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,🌧️,"VOTV,43371099999,43377099999,43354099999,43372099999"
Thiruvananthapuram,20/11/17,31,24.9,27.6,39.1,24.9,31.2,25.2,86.9,30.989,100,12.5,rain,0,0,29.9,14.8,293.4,1010,54.3,4.1,189,16.2,8,,2017-11-20 6:16:28,2017-11-20 17:59:02,0.06,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,🌧️,"VOTV,43371099999,43377099999,43354099999,43372099999"
Thiruvananthapuram,21/11/17,32.2,24.3,27.6,41.1,24.3,30.6,24.4,83.4,15.788,100,16.67,rain,0,0,27.4,13,301.8,1009.2,65.2,4.2,179.4,15.6,7,,2017-11-21 6:16:52,2017-11-21 17:59:08,0.09,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,🌧️,"VOTV,43371099999,43377099999,43354099999,43372099999"
Thiruvananthapuram,22/11/17,31,25.2,28.3,39.1,25.2,32.3,24.6,80.8,0,0,0,,0,0,31.3,11.2,303.9,1008.4,65.3,4.4,203.1,17.7,7,,2017-11-22 6:17:16,2017-11-22 17:59:15,0.12,Partially cloudy,Partly cloudy throughout the day.,⛅,"VOTV,43371099999,43377099999,43354099999,43372099999"
Thiruvananthapuram,23/11/17,31.6,25.2,28.5,39.1,25.2,32.9,24.9,81.6,1.15,100,12.5,rain,0,0,23.4,14.8,284.8,1008.3,41.5,4.7,253.1,22,9,,2017-11-23 6:17:41,2017-11-23 17:59:23,0.16,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,🌧️,"VOTV,43371099999,43377099999,43354099999,43372099999"
Thiruvananthapuram,24/11/17,31.8,24.9,28.2,37.7,24.9,31.5,24.2,79.5,0,0,0,,0,0,32.8,11.2,308.3,1009.7,47.1,4,219.8,19,7,,2017-11-24 6:18:06,2017-11-24 17:59:33,0.19,Partially cloudy,Partly cloudy throughout the day.,⛅,"VOTV,43371099999,43377099999,43354099999,43372099999"
Thiruvananthapuram,25/11/17,30.1,25,28,38.8,25,32,24.8,82.9,0,0,0,,0,0,27,9.4,244.4,1010.3,60.8,2.8,172.3,14.9,7,,2017-11-25 6:18:32,2017-11-25 17:59:43,0.22,Partially cloudy,Partly cloudy throughout the day.,⛅,"VOTV,43371099999,43377099999,43354099999,43372099999"
Thiruvananthapuram,26/11/17,30.8,25,27.2,39.3,25,30.3,24.8,86.8,12.008,100,12.5,rain,0,0,25.6,13,318.4,1010.9,67.7,3.5,99,8.6,5,,2017-11-26 6:18:59,2017-11-26 17:59:54,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,🌧️,"VOTV,43371099999,43377099999,remote,43354099999,43372099999"
Thiruvananthapuram,27/11/17,29,24.3,26.6,35.6,24.3,28.7,24.6,89,10.998,100,25,rain,0,0,28.8,11.2,331.5,1009.5,67.6,3.6,101.3,8.8,5,,2017-11-27 6:19:26,2017-11-27 18:00:07,0.29,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,🌧️,"VOTV,43371099999,43377099999,43354099999,43372099999"
Thiruvananthapuram,28/11/17,30.2,25,27.5,37.9,25,31,24.7,84.9,1.468,100,12.5,rain,0,0,32.8,13,316.8,1008.5,66.7,4.5,143.9,12.3,6,,2017-11-28 6:19:53,2017-11-28 18:00:20,0.32,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,🌧️,"VOTV,43371099999,43377099999,43354099999,43372099999"
Thiruvananthapuram,29/11/17,30.6,25.4,28,37.4,25.4,31.3,24.2,80.4,0.097,100,4.17,rain,0,0,41.8,22.3,356.7,1007.6,66.3,4.4,144.2,12.4,6,,2017-11-29 6:20:21,2017-11-29 18:00:34,0.36,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,🌧️,"VOTV,43371099999,43377099999,43354099999,43372099999"
Thiruvananthapuram,30/11/17,29,24.3,25.6,33.6,24.3,26.4,24,91,59.14,100,33.33,rain,0,0,83.2,37.1,75.9,1003.1,76.5,3.1,30.8,2.6,1,,2017-11-30 6:20:49,2017-11-30 18:00:49,0.39,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,🌧️,"VOTV,43371099999,43377099999,43354099999,43372099999"
Thiruvananthapuram,01/12/17,26,23.3,24.3,26,23.3,24.3,22.9,91.6,77.114,100,29.17,rain,0,0,60.8,14.8,118.6,1007,72.2,3.1,56.8,4.9,3,,2017-12-01 6:21:18,2017-12-01 18:01:05,0.42,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,🌧️,"VOTV,43371099999,43377099999,43354099999,43372099999"
Thiruvananthapuram,02/12/17,29,22.8,25.8,35.6,22.8,27.8,23.4,87.1,6.01,100,16.67,rain,0,0,35.6,13,98.6,1008.9,72.9,4.1,131.9,11.3,6,,2017-12-02 6:21:47,2017-12-02 18:01:22,0.45,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,🌧️,"VOTV,43371099999,43377099999,43354099999,43372099999"
Thiruvananthapuram,03/12/17,32,22,26.9,39.2,22,29.5,23.2,81.5,21.114,100,8.33,rain,0,0,19.4,13,168,1010.2,50.9,4.7,203.7,17.5,7,,2017-12-03 6:22:16,2017-12-03 18:01:40,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,🌧️,"VOTV,43371099999,43377099999,remote,43354099999,43372099999"
Thiruvananthapuram,04/12/17,32.1,23.9,28.2,38.3,23.9,31.4,23.7,77.3,0,0,0,,0,0,19.8,13,255.5,1009.7,37.6,4.7,229.2,19.8,8,,2017-12-04 6:22:46,2017-12-04 18:01:59,0.52,Partially cloudy,Partly cloudy throughout the day.,⛅,"VOTV,43371099999,43377099999,43354099999,43372099999"
Thiruvananthapuram,05/12/17,30.8,24,27.6,37.4,24,31,24.3,82.6,0,0,0,,0,0,26.6,11.2,262.2,1009.3,34.6,5,223.2,19.2,8,,2017-12-05 6:23:16,2017-12-05 18:02:18,0.56,Partially cloudy,Partly cloudy throughout the day.,⛅,"VOTV,43371099999,43377099999,43354099999,43372099999"
Thiruvananthapuram,06/12/17,31.1,24.4,27.6,36.7,24.4,30.4,24.2,82.4,0,0,0,,0,0,24.8,16.6,306.6,1009.1,38.6,4.6,217.4,18.6,7,,2017-12-06 6:23:46,2017-12-06 18:02:38,0.59,Partially cloudy,Partly cloudy throughout the day.,⛅,"VOTV,43371099999,43377099999,43354099999,43372099999"
Thiruvananthapuram,07/12/17,30.8,24.3,27.8,37.4,24.3,31.3,24.4,82,0.464,100,8.33,rain,0,0,22.7,16.6,312.9,1008.6,48.9,4.5,222.1,19,8,,2017-12-07 6:24:16,2017-12-07 18:03:00,0.62,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,🌧️,"VOTV,43371099999,43377099999,43354099999,43372099999"
Thiruvananthapuram,08/12/17,31,25.4,28.1,36.8,25.4,31.2,23.9,78.9,0.155,100,12.5,rain,0,0,22.7,14.8,236,1009.1,48.1,4.6,208.9,17.8,8,,2017-12-08 6:24:47,2017-12-08 18:03:21,0.66,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,🌧️,"VOTV,43371099999,43377099999,43354099999,43372099999"
Thiruvananthapuram,09/12/17,30.2,25.5,27.7,36.2,25.5,31.2,24.7,84.1,0.049,100,4.17,rain,0,0,26.6,13,201.5,1010,55.9,4.4,183.5,15.8,7,,2017-12-09 6:25:18,2017-12-09 18:03:44,0.69,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,🌧️,"VOTV,43371099999,43377099999,43354099999,43372099999"
Thiruvananthapuram,10/12/17,31.1,24.5,27.9,37.7,24.5,31.2,24.4,81.6,0,0,0,,0,0,29.9,11.2,192.9,1010.4,40.8,4.8,228.6,19.8,8,,2017-12-10 6:25:49,2017-12-10 18:04:07,0.75,Partially cloudy,Partly cloudy throughout the day.,⛅,"VOTV,43371099999,43377099999,43354099999,43372099999"
Thiruvananthapuram,11/12/17,31.6,25,28.1,37.9,25,31.9,24.6,82,0.1,100,4.17,rain,0,0,24.1,13,315.1,1011.7,39.1,4.1,226.6,19.6,8,,2017-12-11 6:26:19,2017-12-11 18:04:32,0.76,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,🌧️,"VOTV,43371099999,43377099999,43354099999,remote,43372099999"
Thiruvananthapuram,12/12/17,30.5,25,27.8,38,25,31.5,24.7,83.7,0.024,100,4.17,rain,0,0,20.9,11.2,244.8,1012.2,57.2,3.6,233.5,20.1,8,,2017-12-12 6:26:51,2017-12-12 18:04:56,0.79,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,🌧️,"VOTV,43371099999,43377099999,43354099999,43372099999"
Thiruvananthapuram,13/12/17,29,25.5,27.2,36.8,25.5,30.5,24.9,87.3,6.83,100,12.5,rain,0,0,23,13,337.7,1012.1,68.7,3.7,197.6,16.9,7,,2017-12-13 6:27:22,2017-12-13 18:05:22,0.83,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,🌧️,"VOTV,43371099999,43377099999,43354099999,43372099999"
Thiruvananthapuram,14/12/17,31.1,24.4,27.7,38.4,24.4,31,24.4,82.7,0.73,100,4.17,rain,0,0,28.4,9.4,223.3,1011.6,51.2,4.3,237.7,20.7,8,,2017-12-14 6:27:53,2017-12-14 18:05:48,0.86,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,🌧️,"VOTV,43371099999,43377099999,43354099999,43372099999"
Thiruvananthapuram,15/12/17,32,25.4,27.6,40.6,25.4,31.2,25.3,87.4,0,0,0,,0,0,31.3,11.2,253.1,1011.3,52.7,3.8,199.5,17.4,7,,2017-12-15 6:28:24,2017-12-15 18:06:14,0.9,Partially cloudy,Partly cloudy throughout the day.,⛅,"VOTV,43371099999,43377099999,43354099999,43372099999"
Thiruvananthapuram,16/12/17,32.2,25,28.7,37.7,25,31.9,23.6,75.1,0,0,0,,0,0,23,13,282.2,1011.3,32.6,5,207.5,18,7,,2017-12-16 6:28:55,2017-12-16 18:06:42,0.93,Partially cloudy,Partly cloudy throughout the day.,⛅,"VOTV,43371099999,43377099999,43354099999,43372099999"
Thiruvananthapuram,17/12/17,32.7,24,28.5,37.9,24,31.2,23,73.8,0,0,0,,0,0,23,13,292.2,1011.5,24.7,4.9,221.4,19.2,8,,2017-12-17 6:29:26,2017-12-17 18:07:09,0.97,Partially cloudy,Partly cloudy throughout the day.,⛅,"VOTV,43371099999,43377099999,43354099999,43372099999"
Thiruvananthapuram,18/12/17,32.7,24.4,27.9,36.5,24.4,29.5,21.3,68.6,0,0,0,,0,0,22,14.8,278.9,1012.3,29.1,4.5,262.6,22.7,9,,2017-12-18 6:29:56,2017-12-18 18:07:37,0,Partially cloudy,Partly cloudy throughout the day.,⛅,"VOTV,43371099999,43377099999,43354099999,43372099999"
Thiruvananthapuram,19/12/17,32.4,23.4,27.9,34.7,23.4,29.3,20.4,64.9,0,0,0,,0,0,20.9,11.2,4.2,1011.6,39.5,4.5,249.4,21.5,9,,2017-12-19 6:30:27,2017-12-19 18:08:06,0.03,Partially cloudy,Partly cloudy throughout the day.,⛅,"VOTV,43371099999,43377099999,43354099999,43372099999"
Thiruvananthapuram,20/12/17,31,26,28.6,35.5,26,31.8,22.9,72,0,0,0,,0,0,24.5,16.6,28.2,1011.9,59.6,4.9,167.7,14.6,6,,2017-12-20 6:30:57,2017-12-20 18:08:35,0.07,Partially cloudy,Partly cloudy throughout the day.,⛅,"VOTV,43371099999,43377099999,43354099999,43372099999"
Thiruvananthapuram,21/12/17,32,25.2,28.5,39.1,25.2,31.9,23.8,76.1,0,0,0,,0,0,18.4,14.8,268.6,1011.9,41.6,5.1,196.5,16.9,8,,2017-12-21 6:31:27,2017-12-21 18:09:05,0.1,Partially cloudy,Partly cloudy throughout the day.,⛅,"VOTV,43371099999,43377099999,43354099999,43372099999"
Thiruvananthapuram,22/12/17,31.6,24.9,28.4,35.5,24.9,31.1,22.5,71.1,0,0,0,,0,0,19.1,14.8,278.1,1010.8,32.1,5.1,227.2,19.7,7,,2017-12-22 6:31:57,2017-12-22 18:09:35,0.13,Partially cloudy,Partly cloudy throughout the day.,⛅,"VOTV,43371099999,43377099999,43354099999,43372099999"
Thiruvananthapuram,23/12/17,32.1,24.7,28.2,36.7,24.7,30.6,22.5,71.9,0,0,0,,0,0,19.4,14.8,285.5,1009.3,32.4,5.1,227.8,19.7,8,,2017-12-23 6:32:26,2017-12-23 18:10:05,0.17,Partially cloudy,Partly cloudy throughout the day.,⛅,"VOTV,43371099999,43377099999,43354099999,43372099999"
Thiruvananthapuram,24/12/17,31.6,24,28,36.5,24,30.2,22.5,72.9,0.097,100,4.17,rain,0,0,23,11.2,257.5,1009.2,36.8,5,258.6,22.2,9,,2017-12-24 6:32:56,2017-12-24 18:10:35,0.2,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,🌧️,"VOTV,43371099999,43377099999,43354099999,43372099999"
Thiruvananthapuram,25/12/17,31.7,23.3,27.6,36.6,23.3,29.9,22.8,75.9,0,0,0,,0,0,24.8,13,247,1009.9,33.4,4.9,248.8,21.6,9,,2017-12-25 6:33:24,2017-12-25 18:11:06,0.24,Partially cloudy,Partly cloudy throughout the day.,⛅,"VOTV,43371099999,43377099999,43354099999,43372099999"
Thiruvananthapuram,26/12/17,32,24,27.9,38.4,24,30.9,23.7,78.4,0,0,0,,0,0,23,11.2,231.7,1010.2,32.4,4.9,239.2,20.7,8,,2017-12-26 6:33:53,2017-12-26 18:11:37,0.25,Partially cloudy,Partly cloudy throughout the day.,⛅,"VOTV,43371099999,43377099999,43354099999,remote,43372099999"
Thiruvananthapuram,27/12/17,32.2,24,28.3,37.4,24,30.9,22.6,72.1,0,0,0,,0,0,20.2,13,258.8,1009.8,30.4,4.9,256.1,22.1,9,,2017-12-27 6:34:21,2017-12-27 18:12:08,0.3,Partially cloudy,Partly cloudy throughout the day.,⛅,"VOTV,43371099999,43377099999,43354099999,43372099999"
Thiruvananthapuram,28/12/17,31.8,23.9,27.5,34.9,23.9,29.2,22,72.9,0,0,0,,0,0,28.8,11.2,219.4,1009.3,32.7,4.5,264.1,22.8,9,,2017-12-28 6:34:48,2017-12-28 18:12:40,0.34,Partially cloudy,Partly cloudy throughout the day.,⛅,"VOTV,43371099999,43377099999,43354099999,remote,43372099999"
Thiruvananthapuram,29/12/17,31.3,22.2,27,34.8,22.2,28.8,21.6,73.1,0,0,0,,0,0,23,13,256.8,1010.4,26,4.9,263.7,22.8,9,,2017-12-29 6:35:15,2017-12-29 18:13:11,0.37,Partially cloudy,Partly cloudy throughout the day.,⛅,"VOTV,43371099999,43377099999,43354099999,43372099999"
Thiruvananthapuram,30/12/17,31.2,22.9,27.3,37.7,22.9,29.8,23,77.7,0,0,0,,0,0,33.1,13,222.1,1010.2,32.2,4.3,250.5,21.5,9,,2017-12-30 6:35:42,2017-12-30 18:13:43,0.4,Partially cloudy,Partly cloudy throughout the day.,⛅,"VOTV,43371099999,43377099999,43354099999,43372099999"
Thiruvananthapuram,31/12/17,31.1,23.5,27.1,35.5,23.5,28.8,22.5,76.3,0,0,0,,0,0,29.9,14.8,269.9,1009.5,31.6,4.8,252.4,21.8,9,,2017-12-31 6:36:07,2017-12-31 18:14:14,0.44,Partially cloudy,Partly cloudy throughout the day.,⛅,"VOTV,43371099999,43377099999,43354099999,remote,43372099999"
Thiruvananthapuram,01/1/18,31.7,24.2,27.9,37.7,24.2,30.4,23.2,76.4,0,0,0,,0,0,27,13,293,1008.6,34.7,5,217.3,18.8,8,,2018-01-01 6:36:33,2018-01-01 18:14:46,0.47,Partially cloudy,Partly cloudy throughout the day.,⛅,"VOTV,43371099999,43377099999,remote,43354099999,43372099999"
Thiruvananthapuram,02/1/18,31.8,23.9,27.7,37.7,23.9,31,24,80.9,0,0,0,,0,0,28.1,13,279.8,1008.3,38.2,4.3,227.3,19.7,8,,2018-01-02 6:36:57,2018-01-02 18:15:18,0.5,Partially cloudy,Partly cloudy throughout the day.,⛅,"VOTV,43371099999,43377099999,43354099999,43372099999"
Thiruvananthapuram,03/1/18,31.6,24.4,27.9,37.7,24.4,30.7,23.6,78,0,0,0,,0,0,25.6,14.8,309.7,1009.5,38.6,4.7,223.4,19.3,8,,2018-01-03 6:37:21,2018-01-03 18:15:49,0.54,Partially cloudy,Partly cloudy throughout the day.,⛅,"VOTV,43371099999,43377099999,remote,43354099999,43372099999"
Thiruvananthapuram,04/1/18,31.8,24,27.8,35.5,24,29.8,22.2,72.1,0,0,0,,0,0,32,13,268.3,1010.1,34,5.1,247.3,21.5,9,,2018-01-04 6:37:45,2018-01-04 18:16:21,0.57,Partially cloudy,Partly cloudy throughout the day.,⛅,"VOTV,43371099999,43377099999,43354099999,43372099999"
Thiruvananthapuram,05/1/18,32.1,24.2,27.6,34.4,24.2,28.9,21.1,68.9,0,0,0,,0,0,32,14.8,284.9,1009.2,33.5,4.5,256.5,22.2,9,,2018-01-05 6:38:07,2018-01-05 18:16:52,0.61,Partially cloudy,Partly cloudy throughout the day.,⛅,"VOTV,43371099999,43377099999,43354099999,43372099999"
Thiruvananthapuram,06/1/18,31.2,23.3,27.1,34,23.3,28.4,21.1,70.7,0,0,0,,0,0,30.6,13,275.8,1009.2,33.2,4.5,198.8,17,7,,2018-01-06 6:38:29,2018-01-06 18:17:24,0.64,Partially cloudy,Partly cloudy throughout the day.,⛅,"VOTV,43371099999,43377099999,43354099999,43372099999"
Thiruvananthapuram,07/1/18,30.1,23.4,27,35.1,23.4,28.6,22.3,76.5,0,0,0,,0,0,31,16.6,284,1009.9,34.1,4.6,229.6,19.8,8,,2018-01-07 6:38:50,2018-01-07 18:17:55,0.67,Partially cloudy,Partly cloudy throughout the day.,⛅,"VOTV,43371099999,43377099999,43354099999,43372099999"
