Place,Date,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,icon,description,stations
Mumbai,22/5/17,34,28.3,31,42.9,32.3,37.1,24.5,68.7,0,0,0,,0,0,40.7,27.7,299.8,1007.3,38,4.5,288,25,10,,2017-05-22 6:02:14,2017-05-22 19:08:35,0.88,Partially cloudy,⛅,Partly cloudy throughout the day.,"43058099999,VABB,43003099999,43057099999"
Mumbai,23/5/17,34.2,29.3,31.4,44.2,35.3,39,25.6,71.9,0,0,0,,0,0,37.8,25.9,302.9,1007.3,35.3,4.9,283.5,24.6,10,,2017-05-23 6:02:00,2017-05-23 19:08:59,0.91,Partially cloudy,⛅,Partly cloudy throughout the day.,"43058099999,VABB,43003099999,43057099999"
Mumbai,24/5/17,34,29.3,31.1,42.8,35.9,39.1,26,74.7,0,0,0,,0,0,33.5,22.3,275.6,1006.5,41.1,4.4,294.8,25.3,10,,2017-05-24 6:01:47,2017-05-24 19:09:22,0.95,Partially cloudy,⛅,Partly cloudy throughout the day.,"43058099999,VABB,43003099999,43057099999"
Mumbai,25/5/17,33.6,30,31.1,43.4,36.2,39.1,25.9,74.4,0,0,0,,0,0,32.4,22.3,270.4,1006,42.9,4.6,280.2,24,9,,2017-05-25 6:01:35,2017-05-25 19:09:45,0.98,Partially cloudy,⛅,Partly cloudy throughout the day.,"43058099999,VABB,43003099999,43057099999"
Mumbai,26/5/17,33.5,29.9,31.1,42.2,35.9,38.1,25.2,70.8,0,0,0,,0,0,31.7,22.3,259,1005.8,41.9,4.7,278.2,24.2,9,,2017-05-26 6:01:25,2017-05-26 19:10:08,0,Partially cloudy,⛅,Partly cloudy throughout the day.,"43058099999,VABB,43003099999,43057099999"
Mumbai,27/5/17,33.7,30,31.2,42.2,36,38.3,25.1,70.3,0,0,0,,0,0,37.1,22.3,249.8,1005.7,44.9,4.3,272.1,23.7,9,,2017-05-27 6:01:15,2017-05-27 19:10:31,0.05,Partially cloudy,⛅,Partly cloudy throughout the day.,"43058099999,VABB,43003099999,43057099999"
Mumbai,28/5/17,34.2,29.8,31.3,43.7,36.2,38.9,25.5,71.6,0,0,0,,0,0,42.5,24.8,234.4,1005.6,46.3,4.8,248,21.5,8,,2017-05-28 6:01:06,2017-05-28 19:10:54,0.08,Partially cloudy,⛅,Partly cloudy throughout the day.,"43058099999,VABB,43003099999,43057099999,remote"
Mumbai,29/5/17,35,30,31.6,53.6,37.1,40.8,26.4,74,0,0,0,,0,0,44.6,25.9,240.1,1004.4,46.1,4.2,251.9,21.8,8,,2017-05-29 6:00:58,2017-05-29 19:11:17,0.12,Partially cloudy,⛅,Partly cloudy throughout the day.,"43058099999,VABB,43003099999,43057099999"
Mumbai,30/5/17,33.7,30,31.7,47.1,37.5,41,26.6,74.8,0.1,100,4.17,rain,0,0,48.2,29.5,248.7,1002.4,46,3.8,249,21.6,8,,2017-05-30 6:00:52,2017-05-30 19:11:40,0.15,"Rain, Partially cloudy",🌧️,Partly cloudy throughout the day with morning rain.,"43058099999,VABB,43003099999,43057099999"
Mumbai,31/5/17,34,30,31.7,45,37.5,40.5,26.3,73.3,0,0,0,,0,0,38.9,22.3,250.1,1001.7,45.6,4.3,253.1,21.7,8,,2017-05-31 6:00:46,2017-05-31 19:12:03,0.18,Partially cloudy,⛅,Partly cloudy throughout the day.,"43058099999,VABB,43003099999,43057099999"
Mumbai,01/6/17,34.9,27.5,31.4,45.4,31.6,40.2,26.3,74.8,7.2,100,8.33,rain,0,0,44.6,25.9,212.1,1002.3,47.8,4.1,258.7,22.5,8,,2017-06-01 6:00:41,2017-06-01 19:12:25,0.25,"Rain, Partially cloudy",🌧️,Partly cloudy throughout the day with rain.,"43058099999,VABB,43003099999,43057099999"
Mumbai,02/6/17,34,28,30.8,45.3,32.4,38.5,26,76.1,0,0,0,,0,0,37.1,22.3,214.5,1003.4,52.1,4,214.7,18.3,8,,2017-06-02 6:00:38,2017-06-02 19:12:47,0.25,Partially cloudy,⛅,Partly cloudy throughout the day.,"43058099999,VABB,43003099999,43057099999"
Mumbai,03/6/17,34.1,28,31.3,43.6,32.7,38.7,25.5,71.7,11,100,4.17,rain,0,0,44.6,33.5,197.6,1005.1,50.2,4.1,229.5,20,8,,2017-06-03 6:00:35,2017-06-03 19:13:09,0.29,"Rain, Partially cloudy",🌧️,Partly cloudy throughout the day with late afternoon rain.,"43058099999,VABB,43003099999,43057099999"
Mumbai,04/6/17,34,29,31.2,43.8,34.6,38.6,25.5,72.3,0,0,0,,0,0,37.1,27.7,196.2,1005.8,51.8,4.1,238.8,20.6,8,,2017-06-04 6:00:33,2017-06-04 19:13:31,0.32,Partially cloudy,⛅,Partly cloudy throughout the day.,"43058099999,VABB,43003099999,43057099999,43060099999"
Mumbai,05/6/17,34,29,31.3,45.3,35.6,39.5,26,73.6,0.5,100,8.33,rain,0,0,42.5,24.1,214.9,1006.4,45.3,3.8,244,21.1,8,,2017-06-05 6:00:33,2017-06-05 19:13:52,0.35,"Rain, Partially cloudy",🌧️,Partly cloudy throughout the day with rain clearing later.,"43058099999,VABB,43003099999,43057099999"
Mumbai,06/6/17,34.2,29,31.5,43.6,35.6,39.4,25.7,71.8,0,0,0,,0,0,42.5,24.1,217.8,1007,45.7,3.9,254.2,21.9,8,,2017-06-06 6:00:33,2017-06-06 19:14:13,0.39,Partially cloudy,⛅,Partly cloudy throughout the day.,"43058099999,VABB,43003099999,43057099999,43060099999"
Mumbai,07/6/17,33.4,26.9,29.6,39.6,29.8,35.1,24.7,75.4,0.1,100,4.17,rain,0,0,46.4,27.7,201.1,1008.1,61.9,3.3,214.8,18.6,8,,2017-06-07 6:00:34,2017-06-07 19:14:34,0.42,"Rain, Partially cloudy",🌧️,Partly cloudy throughout the day with afternoon rain.,"43058099999,VABB,43003099999,43057099999,43060099999"
Mumbai,08/6/17,32.1,25,28.6,39.2,25,32.6,24.7,80.3,12.9,100,8.33,rain,0,0,31.7,16.6,238.4,1007.5,68.1,3.6,139.4,12,6,,2017-06-08 6:00:36,2017-06-08 19:14:54,0.46,"Rain, Partially cloudy",🌧️,Partly cloudy throughout the day with rain.,"43058099999,VABB,43003099999,43057099999,43060099999"
Mumbai,09/6/17,31.1,25,28.3,37.8,25,32.2,25,83,25.4,100,16.67,rain,0,0,37.1,22.3,254.8,1005.9,65.2,3.1,173.7,15,6,,2017-06-09 6:00:39,2017-06-09 19:15:14,0.5,"Rain, Partially cloudy",🌧️,Partly cloudy throughout the day with a chance of rain throughout the day.,"43058099999,VABB,43003099999,43057099999,43060099999"
Mumbai,10/6/17,30,25.2,27.9,37.5,25.2,31.9,24.8,83.5,17.7,100,12.5,rain,0,0,28.1,18.4,232.5,1003.8,73.9,3,33.2,2.7,1,,2017-06-10 6:00:43,2017-06-10 19:15:34,0.52,"Rain, Partially cloudy",🌧️,Partly cloudy throughout the day with rain.,"43058099999,VABB,43003099999,43057099999,43060099999"
Mumbai,11/6/17,30,26.5,28.2,36.2,26.5,33.2,25.4,84.8,42,100,12.5,rain,0,0,23,18.4,227.9,1002.8,68.2,3.1,157.6,13.7,6,,2017-06-11 6:00:48,2017-06-11 19:15:53,0.56,"Rain, Partially cloudy",🌧️,Partly cloudy throughout the day with rain.,"43058099999,VABB,43003099999,43057099999,remote,43060099999"
Mumbai,12/6/17,31.5,24,28.3,40.3,24,33.6,25.5,85.2,52,100,8.33,rain,0,0,23,22.3,216.2,1002.8,70.5,2.8,181.4,15.7,7,,2017-06-12 6:00:53,2017-06-12 19:16:12,0.59,"Rain, Partially cloudy",🌧️,Partly cloudy throughout the day with rain.,"43058099999,VABB,43003099999,43057099999,43060099999"
Mumbai,13/6/17,31.4,25,28.3,40.2,25,33,25.4,84.5,0,0,0,,0,0,29.2,18.4,192.4,1004,68,3.2,214.4,18.6,8,,2017-06-13 6:01:00,2017-06-13 19:16:30,0.63,Partially cloudy,⛅,Partly cloudy throughout the day.,"43058099999,VABB,43003099999,43057099999,43060099999"
Mumbai,14/6/17,33,27.9,30,42.1,33.1,37.4,26,79.5,0.8,100,4.17,rain,0,0,25.2,20.5,204.2,1005.7,55.7,3.6,213.2,18.5,8,,2017-06-14 6:01:07,2017-06-14 19:16:47,0.66,"Rain, Partially cloudy",🌧️,Partly cloudy throughout the day with late afternoon rain.,"43058099999,VABB,43003099999,43057099999,43060099999"
Mumbai,15/6/17,32,26,29.1,40.7,26,35.2,25.8,82.5,18.2,100,4.17,rain,0,0,26.6,22.3,206.6,1006.3,56.5,4.3,208.3,17.8,7,,2017-06-15 6:01:15,2017-06-15 19:17:04,0.7,"Rain, Partially cloudy",🌧️,Partly cloudy throughout the day with early morning rain.,"43058099999,VABB,43003099999,43057099999,43060099999"
Mumbai,16/6/17,32.8,28,30.1,42.1,33.4,37.6,26.1,79.5,0.7,100,4.17,rain,0,0,33.5,25.9,206.6,1005.4,47.6,4.7,245.2,21.2,9,,2017-06-16 6:01:24,2017-06-16 19:17:21,0.73,"Rain, Partially cloudy",🌧️,Partly cloudy throughout the day with early morning rain.,"43058099999,VABB,43003099999,43057099999,43060099999"
Mumbai,17/6/17,33,27,30.2,43.9,30.1,37.5,25.7,76.9,0,0,0,,0,0,28.4,25.9,217.4,1005.5,48.6,4.6,225.7,19.7,8,,2017-06-17 6:01:34,2017-06-17 19:17:36,0.75,Partially cloudy,⛅,Partly cloudy throughout the day.,"43058099999,VABB,43003099999,43057099999,43060099999"
Mumbai,18/6/17,33.2,28.5,31,42.1,35.6,39,26,75.2,2,100,4.17,rain,0,0,37.1,24.1,257.6,1005.3,51.4,4.5,236.8,20.6,7,,2017-06-18 6:01:45,2017-06-18 19:17:52,0.8,"Rain, Partially cloudy",🌧️,Partly cloudy throughout the day with late afternoon rain.,"43058099999,VABB,43003099999,43057099999,43060099999"
Mumbai,19/6/17,34,29,30.8,45.3,34.6,38.7,26,75.6,0.5,100,4.17,rain,0,0,36,20.5,250.2,1004.5,55.1,3.6,233.1,20.1,8,,2017-06-19 6:01:56,2017-06-19 19:18:06,0.83,"Rain, Partially cloudy",🌧️,Partly cloudy throughout the day with morning rain.,"43058099999,VABB,43003099999,43057099999,43060099999"
Mumbai,20/6/17,32.6,28.5,30.8,40.9,34.2,38.2,25.7,74.1,5.5,100,4.17,rain,0,0,48.2,25.9,232.1,1004.3,50.1,3.5,244.2,21.2,8,,2017-06-20 6:02:08,2017-06-20 19:18:20,0.87,"Rain, Partially cloudy",🌧️,Partly cloudy throughout the day with early morning rain.,"43058099999,VABB,43003099999,43057099999,43060099999"
Mumbai,21/6/17,32.6,27,30.1,40.7,30.6,37,25.5,76.4,6,100,12.5,rain,0,0,48.2,27.7,223.6,1004.7,66.9,3.3,246.5,21.3,8,,2017-06-21 6:02:20,2017-06-21 19:18:33,0.9,"Rain, Partially cloudy",🌧️,Partly cloudy throughout the day with rain.,"43058099999,VABB,43003099999,43057099999,43060099999"
Mumbai,22/6/17,32.4,26.7,29.5,42.3,26.7,36.1,25.8,80.7,20,100,8.33,rain,0,0,53.6,33.5,229.3,1005.2,64.3,2.9,225.3,19.5,8,,2017-06-22 6:02:34,2017-06-22 19:18:45,0.94,"Rain, Partially cloudy",🌧️,Partly cloudy throughout the day with afternoon rain.,"43058099999,VABB,43003099999,43057099999,43060099999"
Mumbai,23/6/17,32.1,29,30.5,42.3,34.7,38.3,26.1,77.5,3.5,100,8.33,rain,0,0,42.5,29.5,251.7,1004.7,56.2,3.1,245.5,21.3,8,,2017-06-23 6:02:47,2017-06-23 19:18:57,0.97,"Rain, Partially cloudy",🌧️,Partly cloudy throughout the day with rain.,"43058099999,VABB,43003099999,43057099999,43060099999"
Mumbai,24/6/17,32.2,29,30.4,40.8,35.6,38.1,26,77.2,0,0,0,,0,0,48.2,31.7,249,1001.7,70.9,2.6,186.2,16.1,6,,2017-06-24 6:03:02,2017-06-24 19:19:08,0,Partially cloudy,⛅,Partly cloudy throughout the day.,"43058099999,VABB,43003099999,43057099999,43060099999"
Mumbai,25/6/17,30,24,26.4,37.5,24,28.5,24.4,89.2,86,100,16.67,rain,0,0,50,24.1,126,1000,75.1,2.4,170.1,14.6,6,,2017-06-25 6:03:17,2017-06-25 19:19:18,0.04,"Rain, Partially cloudy",🌧️,Partly cloudy throughout the day with a chance of rain throughout the day.,"43058099999,VABB,43003099999,43057099999,43060099999"
Mumbai,26/6/17,29.5,25.6,27.8,35.6,25.6,32,25.5,87.7,9,100,8.33,rain,0,0,45.4,25.9,215,1000.9,74.1,2.6,118,10.3,4,,2017-06-26 6:03:33,2017-06-26 19:19:27,0.07,"Rain, Partially cloudy",🌧️,Partly cloudy throughout the day with rain in the morning and afternoon.,"43058099999,VABB,43003099999,43057099999,43060099999"
Mumbai,27/6/17,30,26,27.8,38.9,26,32.2,25.7,88.5,59,100,25,rain,0,0,56.5,25.9,216,1001.4,76.3,2.2,125,10.7,6,,2017-06-27 6:03:49,2017-06-27 19:19:36,0.11,"Rain, Partially cloudy",🌧️,Partly cloudy throughout the day with a chance of rain throughout the day.,"43058099999,VABB,43003099999,43057099999,43060099999"
Mumbai,28/6/17,29,26.5,27.3,34.7,26.5,31.5,25.7,90.9,107,100,29.17,rain,0,0,60.5,39.2,227.4,1001.4,77.3,2,129.9,11.3,5,,2017-06-28 6:04:06,2017-06-28 19:19:43,0.14,"Rain, Partially cloudy",🌧️,Partly cloudy throughout the day with a chance of rain throughout the day.,"43058099999,VABB,43003099999,43057099999,remote,43060099999"
Mumbai,29/6/17,31,27,28.5,39.1,31.2,34.4,26,86.7,18,100,12.5,rain,0,0,54.4,25.9,226,1002,75.8,2.7,136.8,11.7,5,,2017-06-29 6:04:23,2017-06-29 19:19:50,0.17,"Rain, Partially cloudy",🌧️,Partly cloudy throughout the day with rain.,"43058099999,VABB,43003099999,43057099999,43060099999"
Mumbai,30/6/17,31,28,29.6,39.1,33.6,36.7,26.1,81.5,6,100,8.33,rain,0,0,50,33.5,236.7,1002.1,69,2.5,199.2,17.3,7,,2017-06-30 6:04:40,2017-06-30 19:19:56,0.2,"Rain, Partially cloudy",🌧️,Partly cloudy throughout the day with rain.,"43058099999,VABB,43003099999,43057099999,43060099999"
Mumbai,01/7/17,31,26,28.4,39.1,26,33.4,25.7,85.9,100,100,20.83,rain,0,0,54,31.7,244.7,1002.2,74.5,2.5,144.3,12.5,6,,2017-07-01 6:04:59,2017-07-01 19:20:01,0.25,"Rain, Partially cloudy",🌧️,Partly cloudy throughout the day with a chance of rain throughout the day.,"43058099999,VABB,43003099999,43057099999,43060099999"
Mumbai,02/7/17,31,26,27.9,39.1,26,32.6,25.7,88.1,51,100,25,rain,0,0,50,31.7,248.9,1003.1,77.2,2.2,179.6,15.6,7,,2017-07-02 6:05:17,2017-07-02 19:20:05,0.27,"Rain, Partially cloudy",🌧️,Partly cloudy throughout the day with a chance of rain throughout the day.,"43058099999,VABB,43003099999,43057099999,43060099999"
Mumbai,03/7/17,31.4,26.1,29.5,40.7,26.1,36.3,25.9,81.1,5.8,100,8.33,rain,0,0,42.5,27.7,242.5,1005,65.4,2.8,209,18.1,7,,2017-07-03 6:05:36,2017-07-03 19:20:08,0.3,"Rain, Partially cloudy",🌧️,Partly cloudy throughout the day with rain clearing later.,"43058099999,VABB,43003099999,43057099999,remote,43060099999"
Mumbai,04/7/17,31.6,26.1,29.2,40.3,26.1,35.5,25.7,81.5,8.2,100,12.5,rain,0,0,41,22.3,246,1005.8,60.8,2.8,199.5,17.3,8,,2017-07-04 6:05:55,2017-07-04 19:20:10,0.34,"Rain, Partially cloudy",🌧️,Partly cloudy throughout the day with rain.,"43058099999,VABB,43003099999,43057099999,43060099999"
Mumbai,05/7/17,31,28.5,29.7,39.6,34.2,36.6,25.8,79.5,1,100,4.17,rain,0,0,42.8,27.7,251.2,1005.8,60.5,3,201.8,17.3,7,,2017-07-05 6:06:15,2017-07-05 19:20:11,0.37,"Rain, Partially cloudy",🌧️,Partly cloudy throughout the day with afternoon rain.,"43058099999,VABB,43003099999,43057099999,43060099999"
Mumbai,06/7/17,31.6,27.5,29.5,39.9,31.5,36.1,25.6,79.8,6,100,8.33,rain,0,0,38.9,33.5,247.9,1006,59.2,3,221,19,7,,2017-07-06 6:06:35,2017-07-06 19:20:11,0.4,"Rain, Partially cloudy",🌧️,Partly cloudy throughout the day with late afternoon rain.,"43058099999,VABB,43003099999,43057099999,43060099999"
Mumbai,07/7/17,32,28.6,29.8,40.7,34.2,36.8,25.8,79.3,0,0,0,,0,0,37.1,27.7,247.2,1006.5,64.2,3.1,195,16.9,7,,2017-07-07 6:06:55,2017-07-07 19:20:10,0.44,Partially cloudy,⛅,Partly cloudy throughout the day.,"43058099999,VABB,43003099999,43057099999,43060099999"
Mumbai,08/7/17,31.2,28.6,29.7,39.1,33.8,36.1,25.4,78,0.8,100,4.17,rain,0,0,31.7,24.1,256,1006.8,56.9,3.1,221.6,19.1,8,,2017-07-08 6:07:15,2017-07-08 19:20:08,0.47,"Rain, Partially cloudy",🌧️,Partly cloudy throughout the day with morning rain.,"43058099999,VABB,43003099999,43057099999,43060099999"
Mumbai,09/7/17,31.6,26.5,29,39.1,26.5,34.5,25.2,80.6,8,100,8.33,rain,0,0,28.4,27.7,256.4,1006.1,57,3.1,228.9,19.9,8,,2017-07-09 6:07:36,2017-07-09 19:20:05,0.5,"Rain, Partially cloudy",🌧️,Partly cloudy throughout the day with rain clearing later.,"43058099999,VABB,43003099999,43057099999,43060099999"
Mumbai,10/7/17,32.2,27,29.3,41.2,30.6,35.4,25.4,79.8,3,100,4.17,rain,0,0,30.6,22.3,240.1,1007.2,54.9,3.6,192.7,16.7,6,,2017-07-10 6:07:56,2017-07-10 19:20:01,0.54,"Rain, Partially cloudy",🌧️,Partly cloudy throughout the day with late afternoon rain.,"43058099999,VABB,43003099999,43057099999,43060099999"
Mumbai,11/7/17,31.6,28.3,29.7,39.7,32.9,36,25.2,76.9,0.4,100,4.17,rain,0,0,38.9,27.7,257.4,1007.3,64.3,3.4,187.5,16.2,6,,2017-07-11 6:08:17,2017-07-11 19:19:56,0.57,"Rain, Partially cloudy",🌧️,Partly cloudy throughout the day with late afternoon rain.,"43058099999,VABB,43003099999,43057099999,43060099999"
Mumbai,12/7/17,31.6,28.8,29.8,38.5,33.2,35.6,24.8,74.5,0.2,100,4.17,rain,0,0,44.6,25.9,249.1,1006.5,60.7,3.6,208.6,18,7,,2017-07-12 6:08:38,2017-07-12 19:19:50,0.61,"Rain, Partially cloudy",🌧️,Partly cloudy throughout the day with late afternoon rain.,"43058099999,VABB,43003099999,43057099999,43060099999"
Mumbai,13/7/17,31,25.3,28.6,40.7,25.3,33.8,25.3,82.9,25,100,16.67,rain,0,0,43.6,27.7,263,1005.1,69.3,2.9,186.2,16.2,7,,2017-07-13 6:09:00,2017-07-13 19:19:43,0.64,"Rain, Partially cloudy",🌧️,Partly cloudy throughout the day with rain.,"43058099999,VABB,43003099999,43057099999,43060099999"
Mumbai,14/7/17,30,26,28,37.5,26,32.7,25.2,85,62,100,16.67,rain,0,0,48.2,31.7,251.7,1004.2,69.7,2.4,100.8,8.7,4,,2017-07-14 6:09:21,2017-07-14 19:19:35,0.68,"Rain, Partially cloudy",🌧️,Partly cloudy throughout the day with rain.,"43058099999,VABB,43003099999,43057099999,43060099999"
Mumbai,15/7/17,29,26,27.5,35.6,26,31.1,25.1,87.2,76,100,25,rain,0,0,50.8,32.4,251.2,1004.4,71.8,2.2,167.6,14.5,7,,2017-07-15 6:09:42,2017-07-15 19:19:26,0.71,"Rain, Partially cloudy",🌧️,Partly cloudy throughout the day with a chance of rain throughout the day.,"43058099999,VABB,43003099999,43057099999,remote,43060099999"
Mumbai,16/7/17,30.2,26,28.2,37.5,26,32.7,25,82.9,15,100,12.5,rain,0,0,49.7,29.5,254.9,1004,67.6,2.8,186.2,16.2,7,,2017-07-16 6:10:04,2017-07-16 19:19:15,0.75,"Rain, Partially cloudy",🌧️,Partly cloudy throughout the day with rain.,"43058099999,VABB,43003099999,43057099999,43060099999"
Mumbai,17/7/17,27,24,25.7,31.2,24,26.3,24.6,93.6,182,100,29.17,rain,0,0,50,27.7,220.9,1003.7,76.5,2.2,151.5,13.1,6,,2017-07-17 6:10:25,2017-07-17 19:19:04,0.75,"Rain, Partially cloudy",🌧️,Partly cloudy throughout the day with a chance of rain throughout the day.,"43058099999,VABB,43003099999,43057099999,43060099999"
Mumbai,18/7/17,27,25,26.1,31.2,25,27.2,25.1,94.1,71,100,29.17,rain,0,0,46.1,24.1,225.1,1001.9,73.9,2,46.3,4,2,,2017-07-18 6:10:47,2017-07-18 19:18:52,0.82,"Rain, Partially cloudy",🌧️,Partly cloudy throughout the day with a chance of rain throughout the day.,"43058099999,VABB,43003099999,43057099999,43060099999"
Mumbai,19/7/17,29,25.5,26.9,35.6,25.5,29.5,25.5,92.2,50,100,20.83,rain,0,0,55.1,20.5,215.2,1000,71.4,2.6,78,6.7,3,,2017-07-19 6:11:08,2017-07-19 19:18:38,0.85,"Rain, Partially cloudy",🌧️,Partly cloudy throughout the day with rain.,"43058099999,VABB,43003099999,43057099999,43060099999"
Mumbai,20/7/17,29.6,26,27.5,37.7,26,31.7,25.6,89.5,27,100,16.67,rain,0,0,61.6,27.7,235,999.1,71.3,2.2,61.4,5.5,3,,2017-07-20 6:11:30,2017-07-20 19:18:24,0.89,"Rain, Partially cloudy",🌧️,Partly cloudy throughout the day with rain.,"43058099999,VABB,43003099999,43057099999,43060099999"
Mumbai,21/7/17,29,26,27.5,36.9,26,31.9,25.8,90.4,40,100,20.83,rain,0,0,60.8,37.1,239,1000.5,72.9,2,124.8,10.8,6,,2017-07-21 6:11:51,2017-07-21 19:18:08,0.92,"Rain, Partially cloudy",🌧️,Partly cloudy throughout the day with a chance of rain throughout the day.,"43058099999,VABB,43003099999,43057099999,43060099999"
Mumbai,22/7/17,30,25.8,27.4,37.7,25.8,30.7,25.6,90.2,79,100,20.83,rain,0,0,56.5,37.1,239.1,1002.7,80.8,1.8,158.9,13.7,6,,2017-07-22 6:12:13,2017-07-22 19:17:51,0.96,"Rain, Partially cloudy",🌧️,Partly cloudy throughout the day with rain.,"43058099999,VABB,43003099999,43057099999,43060099999"
Mumbai,23/7/17,30,26,28.3,37.5,26,33.5,25.5,85.1,13,100,8.33,rain,0,0,51.8,25.9,240,1003.4,73.5,2.5,102,8.9,4,,2017-07-23 6:12:34,2017-07-23 19:17:34,0,"Rain, Partially cloudy",🌧️,Partly cloudy throughout the day with early morning rain.,"43058099999,VABB,43003099999,43057099999,43060099999"
Mumbai,24/7/17,31,27.5,28.7,40.7,32.1,34.8,25.7,83.7,2,100,4.17,rain,0,0,51.5,33.5,241.4,1004.2,75,2.8,162.6,13.9,5,,2017-07-24 6:12:55,2017-07-24 19:17:15,0.03,"Rain, Partially cloudy",🌧️,Partly cloudy throughout the day with late afternoon rain.,"43058099999,VABB,43003099999,43057099999,43060099999"
Mumbai,25/7/17,30,26.8,28.3,38.9,30.4,33.6,25.4,84.4,10,100,8.33,rain,0,0,56.2,25.9,241.5,1004.1,69.8,2.8,229.9,19.8,8,,2017-07-25 6:13:16,2017-07-25 19:16:55,0.06,"Rain, Partially cloudy",🌧️,Partly cloudy throughout the day with rain clearing later.,"43058099999,VABB,43003099999,43057099999,43060099999"
Mumbai,26/7/17,30,27.9,28.6,36.6,32.4,34,25.3,82.3,2,100,4.17,rain,0,0,47.5,25.9,242.5,1004.4,69.9,2.9,193.7,16.8,7,,2017-07-26 6:13:37,2017-07-26 19:16:34,0.09,"Rain, Partially cloudy",🌧️,Partly cloudy throughout the day with morning rain.,"43058099999,VABB,43003099999,43057099999,43060099999"
Mumbai,27/7/17,30,26.4,28.2,37.3,26.4,33.3,25.5,85.4,5,100,8.33,rain,0,0,51.8,27.7,245.7,1005,74.8,2.7,97,8.4,4,,2017-07-27 6:13:57,2017-07-27 19:16:12,0.13,"Rain, Partially cloudy",🌧️,Partly cloudy throughout the day with rain.,"43058099999,VABB,43003099999,43057099999,43060099999"
Mumbai,28/7/17,30,27.7,28.5,37.5,32,34,25.4,83.6,0,0,0,,0,0,43.2,27.7,247.5,1006.2,71.7,2.8,62.1,5.2,2,,2017-07-28 6:14:18,2017-07-28 19:15:49,0.16,Partially cloudy,⛅,Partly cloudy throughout the day.,"43058099999,VABB,43003099999,43057099999,43060099999"
Mumbai,29/7/17,30.6,27,28.6,38.7,30.6,34,25.4,83,2.8,100,8.33,rain,0,0,41.8,25.9,239,1007.1,69.8,2.9,211.8,18.4,7,,2017-07-29 6:14:38,2017-07-29 19:15:26,0.19,"Rain, Partially cloudy",🌧️,Partly cloudy throughout the day with rain.,"43058099999,VABB,43003099999,43057099999,43060099999"
Mumbai,30/7/17,30.6,26.6,28.2,37.4,26.6,32.9,25,82.8,1,100,4.17,rain,0,0,40.7,29.5,232.5,1007.5,67.1,3.1,214.9,18.6,8,,2017-07-30 6:14:59,2017-07-30 19:15:01,0.25,"Rain, Partially cloudy",🌧️,Partly cloudy throughout the day with morning rain.,"43058099999,VABB,43003099999,43057099999,43060099999"
Mumbai,31/7/17,30,26,27.9,37.5,26,32.4,25.2,85.3,11,100,8.33,rain,0,0,37.1,24.1,233.9,1007.2,69.4,2.9,190.7,16.5,6,,2017-07-31 6:15:19,2017-07-31 19:14:35,0.26,"Rain, Partially cloudy",🌧️,Partly cloudy throughout the day with rain in the morning and afternoon.,"43058099999,VABB,43003099999,43057099999,43060099999"
Mumbai,01/8/17,31,26,28.2,39.1,26,33.2,25.3,84.2,3,100,4.17,rain,0,0,40.7,26.2,235.1,1007.3,65.1,3,198.2,17.1,7,,2017-08-01 6:15:38,2017-08-01 19:14:08,0.29,"Rain, Partially cloudy",🌧️,Partly cloudy throughout the day with afternoon rain.,"43058099999,VABB,43003099999,43057099999,43060099999"
Mumbai,02/8/17,30.5,26.8,28.7,37.7,30,34,25.1,81.4,5,100,8.33,rain,0,0,39.6,22.3,225.2,1007.5,65.2,3.5,239.8,20.6,8,,2017-08-02 6:15:58,2017-08-02 19:13:40,0.32,"Rain, Partially cloudy",🌧️,Partly cloudy throughout the day with rain.,"43058099999,VABB,43003099999,43057099999,43060099999"
Mumbai,03/8/17,30.4,27,28.5,37.5,30.6,33.7,25.1,82.2,1,100,4.17,rain,0,0,44.6,25.9,235.8,1005.9,66.4,3.3,209.2,18.1,7,,2017-08-03 6:16:17,2017-08-03 19:13:11,0.35,"Rain, Partially cloudy",🌧️,Partly cloudy throughout the day with morning rain.,"43058099999,VABB,43003099999,43057099999,43060099999"
Mumbai,04/8/17,31.6,27.8,29.1,39.7,32.4,34.9,25.3,80.4,0,0,0,,0,0,45.4,31.7,250.3,1004,67.8,3.3,233.2,20.3,8,,2017-08-04 6:16:36,2017-08-04 19:12:41,0.39,Partially cloudy,⛅,Partly cloudy throughout the day.,"43058099999,VABB,43003099999,43057099999,43060099999"
Mumbai,05/8/17,31,27.9,29,38,32,34.7,25.1,79.7,3,100,4.17,rain,0,0,39.2,24.1,242,1003.8,67.2,3.3,221.7,19.3,8,,2017-08-05 6:16:55,2017-08-05 19:12:10,0.42,"Rain, Partially cloudy",🌧️,Partly cloudy throughout the day with early morning rain.,"43058099999,VABB,43003099999,43057099999,43060099999"
